review,rating,date,bank,source,sentiment_label,sentiment_score
"This app takes too long time to be opened. And even it is not working simply as other banks application. Why this app does not give a digital invoice. Even, I am not able to find where the screeshot is kept after transaction. So, please the developer should fix all these.",1,2024-08-07,Abissiniya Bank,Google Play,negative,0.9987001419067384
Good job,5,2024-08-07,Abissiniya Bank,Google Play,positive,0.999835729598999
"Worst app ever, not user friendly, even doesn't serve basic functionality correctly, takes to much time to login and navigate through the app, we expected more from this bank",1,2024-08-07,Abissiniya Bank,Google Play,negative,0.9998094439506532
Bad app .,1,2024-08-06,Abissiniya Bank,Google Play,negative,0.9997915625572203
"I mean how could a big financial company like this, be this much irresponsible to release this app? You should be ashamed!",1,2024-08-06,Abissiniya Bank,Google Play,negative,0.9994394183158876
Review,5,2024-08-06,Abissiniya Bank,Google Play,positive,0.9946893453598022
Goood,4,2024-08-06,Abissiniya Bank,Google Play,negative,0.9943867921829224
👎👎👎👎👎👎👎👎👎,1,2024-08-06,Abissiniya Bank,Google Play,negative,0.6970565915107727
Is it necessary to switch off developer options every time to use mobile banking?🤔🤔😡😡😡,1,2024-08-04,Abissiniya Bank,Google Play,negative,0.99793541431427
The previous version is better it doesn't work,1,2024-08-04,Abissiniya Bank,Google Play,negative,0.9997755885124208
"I don't know what is wrong with BOA as a bank in general. It's been going backwards since last year or so. The app is a disaster to use in every possible way. Not stable to log in and very slow to perform transactions, couldn't take a screenshot (or can't even find the pictures even using its save screenshot option). Most of the time, it fails to perform transactions and so on. Simply, it's the worst!",1,2024-08-03,Abissiniya Bank,Google Play,negative,0.9998201727867126
ok,5,2024-08-03,Abissiniya Bank,Google Play,positive,0.9997851252555848
"Take some note from CBE mobile banking app, it's the best banking app currently take some note and improve ur app . Sometimes u have to learn from the bests 🙌",1,2024-08-03,Abissiniya Bank,Google Play,positive,0.9958856701850892
It's a useless app,1,2024-08-02,Abissiniya Bank,Google Play,negative,0.9998058676719666
"It's not working as it was , so much need to improve, it was the best but not anymore",2,2024-08-01,Abissiniya Bank,Google Play,negative,0.9968530535697936
Poor network,1,2024-08-01,Abissiniya Bank,Google Play,negative,0.9997891783714294
Not yet completely working this App. i don't know when is it will be working properly! Its Sad!!!,1,2024-07-31,Abissiniya Bank,Google Play,negative,0.9993754029273988
The app does not open sometimes it says coonection issue which i dont have and after it opens it has bugs while using its not smooth to work with please improve it,1,2024-07-31,Abissiniya Bank,Google Play,negative,0.9953023195266724
"It's not working totally, what a useless app is it,",1,2024-07-31,Abissiniya Bank,Google Play,negative,0.999817192554474
"This app has become the most troubling every day. It doesn't work. I love the bank, and I hate the app",1,2024-07-31,Abissiniya Bank,Google Play,negative,0.9989368319511414
this is so disappointing app 😞,1,2024-07-31,Abissiniya Bank,Google Play,negative,0.9998024106025696
አቢስኒያ የሁሉም ምርጫ,5,2024-07-29,Abissiniya Bank,Google Play,negative,0.8337253928184509
Nays,5,2024-07-28,Abissiniya Bank,Google Play,negative,0.9894010424613952
The worst app,1,2024-07-28,Abissiniya Bank,Google Play,negative,0.9997969269752502
it can't even open and only display error messages,1,2024-07-27,Abissiniya Bank,Google Play,negative,0.9993472695350648
not active,1,2024-07-27,Abissiniya Bank,Google Play,negative,0.999765932559967
To get good quality,5,2024-07-27,Abissiniya Bank,Google Play,positive,0.999868392944336
አይሰራም እኮ ምንድን ነው ችግሩ?,1,2024-07-26,Abissiniya Bank,Google Play,negative,0.9647620320320128
uselss app dont download,1,2024-07-26,Abissiniya Bank,Google Play,negative,0.9977203011512756
"Is this app fake i try it not working it say please try again later, unable to make transactions what is the purpose of this app . If it is not working delete it",1,2024-07-25,Abissiniya Bank,Google Play,negative,0.9997162222862244
"This app didn't work. They have a new version (new app) but still not compatible with my Samsung S8+ , which is v.funny.",1,2024-07-25,Abissiniya Bank,Google Play,negative,0.9991223216056824
Corrupted and poor app,1,2024-07-24,Abissiniya Bank,Google Play,negative,0.9997439980506896
When I try to use the application it says 'developer setting should be off' where is the setting to off this play Still doesn't work for me,3,2024-07-24,Abissiniya Bank,Google Play,negative,0.999801218509674
FIX YOUR Apollo!! You guys where the best 👌,1,2024-07-23,Abissiniya Bank,Google Play,positive,0.999450385570526
Always slow and doesn't work on weekends if you are in a rush or a merchant this app is not for you,1,2024-07-23,Abissiniya Bank,Google Play,negative,0.9994396567344666
"It's very difficult to use the user, app,ones dawenload the user can't operate well , no one can help me,",1,2024-07-23,Abissiniya Bank,Google Play,negative,0.9997815489768982
Poor application. It turned off by itself,1,2024-07-23,Abissiniya Bank,Google Play,negative,0.999744474887848
Okay,5,2024-07-23,Abissiniya Bank,Google Play,positive,0.9997709393501282
It usually crashes and the reason it gives is a problem on internet connection although the internet was fine.,1,2024-07-23,Abissiniya Bank,Google Play,negative,0.9991043210029602
we want international mobile banking,1,2024-07-22,Abissiniya Bank,Google Play,positive,0.9587846398353576
"screenshot isn't working, Please modify it",2,2024-07-22,Abissiniya Bank,Google Play,negative,0.9996084570884703
Naziriet measho 89160437,1,2024-07-22,Abissiniya Bank,Google Play,negative,0.9862651228904724
Ahmed Mohammed husen,3,2024-07-21,Abissiniya Bank,Google Play,positive,0.9124149680137634
Is not working both this one and apollo did u make it better pls am gonne stop using this bank because of the mobile banking,1,2024-07-19,Abissiniya Bank,Google Play,negative,0.9996222257614136
I have experiance,5,2024-07-19,Abissiniya Bank,Google Play,negative,0.8070297837257385
The App is not working on Android 9.1 at all. It shows an error notification and forcefully closes the app. Must be fixed ASAP.,1,2024-07-19,Abissiniya Bank,Google Play,negative,0.9997739195823668
Crashes very frequently is not stable overall need improvement such a huge bank needs a better app than the current one,1,2024-07-19,Abissiniya Bank,Google Play,negative,0.999760091304779
ርይርፍ,3,2024-07-19,Abissiniya Bank,Google Play,negative,0.6970565915107727
The previous application is much better than this one,1,2024-07-18,Abissiniya Bank,Google Play,positive,0.9991149306297302
"Worst app. It is wise to invest money and you can make it like CBE app. Even the incon has no image. My app has better UI than yours. So, please invest more and hire professional developer companies and improve it.",1,2024-07-18,Abissiniya Bank,Google Play,negative,0.9994294047355652
mal,5,2024-07-16,Abissiniya Bank,Google Play,negative,0.9996137022972108
It is not working at all,1,2024-07-16,Abissiniya Bank,Google Play,negative,0.9997811913490297
Excellent,5,2024-07-16,Abissiniya Bank,Google Play,positive,0.9998434782028198
The poorest mobile banking survice ever. Only error reports frequently,1,2024-07-16,Abissiniya Bank,Google Play,negative,0.999705970287323
😞😞😞😞,1,2024-07-16,Abissiniya Bank,Google Play,negative,0.6970565915107727
😡😡😡😡😡😡😡,1,2024-07-15,Abissiniya Bank,Google Play,negative,0.6970565915107727
The worst banking app,1,2024-07-15,Abissiniya Bank,Google Play,negative,0.9998050332069396
The app is constantly crashing and freezing when to send to BOA customers' accounts.,1,2024-07-15,Abissiniya Bank,Google Play,negative,0.9988401532173156
No work app,5,2024-07-15,Abissiniya Bank,Google Play,negative,0.9968982934951782
Is ok but stop sundenly,5,2024-07-15,Abissiniya Bank,Google Play,positive,0.9309310913085938
🤷🤷🤷,3,2024-07-15,Abissiniya Bank,Google Play,negative,0.6970565915107727
experienced,5,2024-07-14,Abissiniya Bank,Google Play,positive,0.9950610995292664
Very poor app. Its Always cresh and not compatible,2,2024-07-13,Abissiniya Bank,Google Play,negative,0.999818742275238
"It's not functional at all. It keeps saying ""error"". Unable to activate.",1,2024-07-13,Abissiniya Bank,Google Play,negative,0.9998112320899964
I can't believe that Abyssinia develop this kind of trash app it have a lot of issues 👎👎👎,1,2024-07-13,Abissiniya Bank,Google Play,negative,0.998315453529358
The new app is very good,5,2024-07-13,Abissiniya Bank,Google Play,positive,0.9998589754104614
It's very good but sometimes isn't work probably,5,2024-07-12,Abissiniya Bank,Google Play,negative,0.9371029138565063
It doesn't work,1,2024-07-12,Abissiniya Bank,Google Play,negative,0.9997813105583192
ጭራሽ አይነፋም,1,2024-07-12,Abissiniya Bank,Google Play,negative,0.7850593328475952
"This is the most stupid app I've seen, why would I turn off developer mode just because you can't make your app secure, this clearly indicates the app has very poor implementation and unskilled developers.. There are a lot of people who need developer option for different reasons. Please for the sake of the bank, fix this thing... Even the most secure international banking apps don't require it. Not to mention the lag and crashes",1,2024-07-12,Abissiniya Bank,Google Play,negative,0.9997655749320984
The worst mobile banking app,1,2024-07-11,Abissiniya Bank,Google Play,negative,0.9997923970222472
It is not fast,3,2024-07-11,Abissiniya Bank,Google Play,negative,0.9972068667411804
Useless,1,2024-07-11,Abissiniya Bank,Google Play,negative,0.9997991919517516
The app keeps crashing it stops responding while I'm using it or trying to open the app. Now I have to go to the bank in person to do any banking activities. In short it is the worst mobile banking system in Ethiopia,1,2024-07-11,Abissiniya Bank,Google Play,negative,0.9997914433479308
ሀየ,5,2024-07-10,Abissiniya Bank,Google Play,negative,0.6970565915107727
Too late!,1,2024-07-10,Abissiniya Bank,Google Play,negative,0.9988941550254822
No work,5,2024-07-10,Abissiniya Bank,Google Play,negative,0.999386191368103
"Pretty good for a banking app, it still lacks some things with in the ui and with the speed of the app but overall it's a good application. Thank you 5/5👍🏻",5,2024-07-09,Abissiniya Bank,Google Play,positive,0.9995549321174622
After update it doesn't work well,2,2024-07-09,Abissiniya Bank,Google Play,negative,0.9996452331542968
Error occurred try again for 5 days tele birr user not found ለራሴ አዝዤ,1,2024-07-08,Abissiniya Bank,Google Play,negative,0.9983060359954834
Good but Very slow.,1,2024-07-08,Abissiniya Bank,Google Play,positive,0.9877548813819884
Very good app,5,2024-07-07,Abissiniya Bank,Google Play,positive,0.9998675584793092
"It is so bad apps ,it doesn't work",1,2024-07-06,Abissiniya Bank,Google Play,negative,0.9998026490211488
"From now on I will never going to use this app,It is a trash app.No one care about this app from bank I will rate them 0/5.",1,2024-07-06,Abissiniya Bank,Google Play,negative,0.9991281628608704
It usually crashes and unable to process also it request to off the developer options,1,2024-07-05,Abissiniya Bank,Google Play,negative,0.9996892213821412
Miliyone.,5,2024-07-05,Abissiniya Bank,Google Play,negative,0.9675788879394532
Workneh girmamo,5,2024-07-05,Abissiniya Bank,Google Play,positive,0.9400009512901306
🙏🙏🙏,5,2024-07-05,Abissiniya Bank,Google Play,negative,0.6970565915107727
"I can't believe in this day and age, one of the major banks of the country can't seem to understand that having a working mobile payment option is a **MUST** to survive. I have decided to move my accounts to CBE and Awash because of this. Can't be bothered with this useless app.",1,2024-07-04,Abissiniya Bank,Google Play,negative,0.9974097609519958
Is it even working these days? Please check it.,1,2024-07-04,Abissiniya Bank,Google Play,positive,0.9892704486846924
"The app is essentially unusable, it asks to disable developer mode even when it is already disabled and crashes, sometimes it only works with wifi and sometimes only with data, or it crashes just because.......",1,2024-07-04,Abissiniya Bank,Google Play,negative,0.9995259046554564
Please make it functional.,5,2024-07-03,Abissiniya Bank,Google Play,positive,0.9997920393943788
its best app but its don't working in poor connection area so,5,2024-07-03,Abissiniya Bank,Google Play,negative,0.9705930948257446
Please Recover thank you,5,2024-07-02,Abissiniya Bank,Google Play,positive,0.9997314810752868
This app doesn't work,1,2024-06-30,Abissiniya Bank,Google Play,negative,0.9997921586036682
"the app used to run fine, but now it takes like forever to even open the main dashboard and sometimes it just crashes on its own. you guys gotta step it up. we need this app to be way faster",1,2024-06-27,Abissiniya Bank,Google Play,negative,0.972609281539917
the underrated app I've ever seen and ur banking system is Soo Idiocracy,1,2024-06-27,Abissiniya Bank,Google Play,negative,0.9977184534072876
It demands to disable developer option.,1,2024-06-27,Abissiniya Bank,Google Play,negative,0.9994282126426696
"It's been two months now, I cannot do any transaction using this app. It's really disappointing. I am using bank of Abyssinia currently because it's the nearest bank to my work place. The bank is turning to the worst bank in the country day by day. They always respond to customers that they are updating their system all year long, I think that's what they train their customer service operators to do.",1,2024-06-26,Abissiniya Bank,Google Play,negative,0.999635934829712
Open Open service,5,2024-06-26,Abissiniya Bank,Google Play,positive,0.9997770190238952
አፑ በጣም አስቸጋሪ ሆኗል,1,2024-06-25,Abissiniya Bank,Google Play,negative,0.8616328835487366
Its not working.,1,2024-06-24,Abissiniya Bank,Google Play,negative,0.9997856020927428
"Riddled with crashes, cant use it anymore. Very frustrating!",1,2024-06-20,Abissiniya Bank,Google Play,negative,0.9994331002235411
Always error occured. The worst app ever,1,2024-06-20,Abissiniya Bank,Google Play,negative,0.9997997879981996
ከዚህ ትልቅ ባንክ የማይጠበቅ ድንዝዝዝዝ ያለ App.... ዛግግግ ነው ያረገኝ 😡😡😡,1,2024-06-20,Abissiniya Bank,Google Play,negative,0.96113383769989
Excellent service,5,2024-06-19,Abissiniya Bank,Google Play,positive,0.9998576641082764
It's not convenient,1,2024-06-17,Abissiniya Bank,Google Play,negative,0.9998067021369934
meskelu Metku,5,2024-06-17,Abissiniya Bank,Google Play,positive,0.8474315404891968
Verry nice,5,2024-06-17,Abissiniya Bank,Google Play,positive,0.9997273087501526
It has become the most unreliable mibile banking app ever.,1,2024-06-16,Abissiniya Bank,Google Play,negative,0.999081015586853
"አኘልኬሽኑ በሁሉም ነገር ጥሩ ነዉ,ነገር ግን Network በጣም ነዉ እሚያስቸገረው",2,2024-06-13,Abissiniya Bank,Google Play,negative,0.946504294872284
The poorest mobile banking I have seen in the industry. Is not stable to login and post transactions. Is not attractive. Error reports frequently.,5,2024-06-13,Abissiniya Bank,Google Play,negative,0.9998160004615784
👍👍👍,5,2024-06-12,Abissiniya Bank,Google Play,negative,0.6970565915107727
Really Bank,5,2024-06-12,Abissiniya Bank,Google Play,positive,0.982058048248291
I like the the bank of Abyssinia is the best first bank of Ethiopia,1,2024-06-11,Abissiniya Bank,Google Play,positive,0.999809205532074
The app is not good need a few work,3,2024-06-11,Abissiniya Bank,Google Play,negative,0.9997538924217224
"The worst mob app i have ever seen. Slow, uncomfortable and stupid. It is better to learn from the best app (tele birr). The released updates is even worst.",1,2024-06-11,Abissiniya Bank,Google Play,negative,0.9997610449790956
"Unreliable, expensive service. Most of the time, it is not working. Sometimes, it will take more than a day to complete transactions and charges more for this unworthy service. I will not recommend this bank app to anyone.",1,2024-06-10,Abissiniya Bank,Google Play,negative,0.9994435906410216
excellent service,5,2024-06-10,Abissiniya Bank,Google Play,positive,0.9998576641082764
You are beutiful,5,2024-06-09,Abissiniya Bank,Google Play,negative,0.8399404883384705
I am entreated app.,5,2025-07-09,Dashen Bank,Google Play,negative,0.919956624507904
not werke,2,2025-07-08,Dashen Bank,Google Play,negative,0.9970670342445374
Cannot list the number of bugs with this pile of human waste. The absolute worst banking app I have ever used. 50 steps backwards. DO NOT RECOMMEND.,1,2025-07-02,Dashen Bank,Google Play,negative,0.9998127818107604
best app with best bank,5,2025-07-02,Dashen Bank,Google Play,positive,0.9995883107185364
alway slow loading,1,2025-06-30,Dashen Bank,Google Play,negative,0.9991027116775512
Best,5,2025-06-29,Dashen Bank,Google Play,positive,0.9997941851615906
good,5,2025-06-27,Dashen Bank,Google Play,positive,0.999816119670868
good app but transaction limit max 500000,5,2025-06-27,Dashen Bank,Google Play,positive,0.7657793164253235
"worst app ever and by any chance your account is deactivated, you are doomed",1,2025-06-27,Dashen Bank,Google Play,negative,0.9998034834861756
nice,5,2025-06-26,Dashen Bank,Google Play,positive,0.9998552799224854
Ethiopian amazing`s Dashen Bank🤝👌,3,2025-06-25,Dashen Bank,Google Play,positive,0.9997710585594176
"It's an unpredictable app, I can't make transactions, and now I can't even get the OTP! So it's going from bad to worse! Thank goodness the Amole Dashen app still exists.",1,2025-06-25,Dashen Bank,Google Play,negative,0.998045802116394
nice app but limit up to max 600000,5,2025-06-24,Dashen Bank,Google Play,negative,0.557233452796936
wow,5,2025-06-22,Dashen Bank,Google Play,positive,0.999592125415802
Super,5,2025-06-21,Dashen Bank,Google Play,positive,0.998783528804779
"I would be happy if I got a withdraw system in the application. Otherwise, everything is fine for me",4,2025-06-18,Dashen Bank,Google Play,positive,0.9981334805488586
nice app but transaction limet not enough,5,2025-06-17,Dashen Bank,Google Play,negative,0.9785792231559752
"It's an amazing application to use bank transactions in Ethiopia and it's so friendly btw, but need to ck that account link when we lost our mobile it's ver difficult to link up for the next one pls ck",5,2025-06-14,Dashen Bank,Google Play,negative,0.9935082197189332
incredible,5,2025-06-14,Dashen Bank,Google Play,positive,0.99987530708313
perfect,4,2025-06-14,Dashen Bank,Google Play,positive,0.9998517036437988
Dashen Bank My Choice🇪🇹✌️💫,4,2025-06-13,Dashen Bank,Google Play,negative,0.8349120616912842
very simple and user friendly app Thank you Dashen Bank,5,2025-06-12,Dashen Bank,Google Play,positive,0.9996474981307985
very good .,5,2025-06-09,Dashen Bank,Google Play,positive,0.9998475313186646
this app is good for you guys,5,2025-06-09,Dashen Bank,Google Play,positive,0.9998170733451844
I like this mobile banking app very much. Overall user interface and navigation is awesome. But it lacks instant response when someone deposit or withdraw money.,2,2025-06-07,Dashen Bank,Google Play,negative,0.9904449582099916
love,3,2025-06-06,Dashen Bank,Google Play,positive,0.9998735189437866
መቸሸጠ,5,2025-06-03,Dashen Bank,Google Play,negative,0.6970565915107727
gadaa,5,2025-06-01,Dashen Bank,Google Play,negative,0.7211465835571289
Massive upgrade from the Amole app.,5,2025-05-31,Dashen Bank,Google Play,positive,0.9646419882774352
very good for this app,5,2025-05-31,Dashen Bank,Google Play,positive,0.9998138546943665
top,5,2025-05-31,Dashen Bank,Google Play,positive,0.9997069239616394
this app better than Amole . but the biometric on new update doesn't work,4,2025-05-31,Dashen Bank,Google Play,negative,0.999607503414154
Wow,5,2025-05-30,Dashen Bank,Google Play,positive,0.999592125415802
wow to it saff and this app,5,2025-05-30,Dashen Bank,Google Play,positive,0.998571276664734
it too slow,3,2025-05-29,Dashen Bank,Google Play,negative,0.9996801614761353
ዳሽን ባንክ ይለያል,4,2025-05-28,Dashen Bank,Google Play,negative,0.8337253928184509
real life changer,5,2025-05-28,Dashen Bank,Google Play,positive,0.9997788071632384
👍👍👍,5,2025-05-28,Dashen Bank,Google Play,negative,0.6970565915107727
nice application,5,2025-05-27,Dashen Bank,Google Play,positive,0.9998229146003724
useless app ever loading take long,1,2025-05-27,Dashen Bank,Google Play,negative,0.9997350573539734
"Game changer app! Dashen Bank Super App is fast, secure, and easy to use. The three-click payment makes sending money super quick, and the QR code payment is perfect for cashless shopping. I also love the biometric login and easy airtime and bill payments. Everything I need is in one place. Dashen Bank has really raised the bar for digital banking in Ethiopia. Highly recommended!",5,2025-05-26,Dashen Bank,Google Play,positive,0.999617338180542
very useful App,1,2025-05-26,Dashen Bank,Google Play,positive,0.9995785355567932
"Simple, robust features? Yes, please! But the endless loading screen killed the fun—I couldn’t use it for days. Fix the glitch, and I’ll yeet a higher rating!",2,2025-05-26,Dashen Bank,Google Play,negative,0.8351500034332275
Wawww,5,2025-05-24,Dashen Bank,Google Play,negative,0.941803812980652
it is good but some times says duplicate transaction why?,5,2025-05-24,Dashen Bank,Google Play,negative,0.9836630821228028
very Nice,5,2025-05-23,Dashen Bank,Google Play,positive,0.9998563528060912
its best,5,2025-05-23,Dashen Bank,Google Play,positive,0.9998121857643129
it is not as good as to the other mobile bank app.,1,2025-05-22,Dashen Bank,Google Play,negative,0.999786913394928
"The best of best is now arrived **Empowering Your Financial Freedom** ""Experience seamless banking at your fingertips with Dashen Bank. Empowering your financial freedom, anytime, anywhere!"" **Innovation Meets Convenience** ""Dashen Bank Mobile Banking: Where innovation meets convenience. **Secure and Reliable** ""Bank with confidence",5,2025-05-22,Dashen Bank,Google Play,positive,0.9996517896652222
Nothing is changed in the updated version. You have been collecting comments but where is the feed back you improved in this version. superapp is mot functioning today.,4,2025-05-20,Dashen Bank,Google Play,negative,0.9939862489700316
The best app ever in finance sector,5,2025-05-18,Dashen Bank,Google Play,positive,0.9998089671134948
Its good app than other compitators but it confuse when we transfer it needs OTP and PIN most user inter their pin instead of OTP we know the litrecy level of our society so if it is device based i dont know the needs of OTP so please try to fix,3,2025-05-18,Dashen Bank,Google Play,negative,0.9983357787132264
dashen bank or dashen super app?,1,2025-05-17,Dashen Bank,Google Play,negative,0.9937525391578674
wowwwe app,5,2025-05-17,Dashen Bank,Google Play,positive,0.9829692840576172
"Transferring to other bank accounts is a hastle and inconvenient .Get used to seeing "" please try again """,2,2025-05-17,Dashen Bank,Google Play,negative,0.9994332194328308
always lagging,1,2025-05-16,Dashen Bank,Google Play,negative,0.9998013377189636
Amazing Application...,5,2025-05-16,Dashen Bank,Google Play,positive,0.9998786449432372
Fantastic,5,2025-05-16,Dashen Bank,Google Play,positive,0.9998743534088136
"Dashen bank app is very good, but sometimes it is not working well",5,2025-05-15,Dashen Bank,Google Play,negative,0.9976341724395752
its my choice,5,2025-05-15,Dashen Bank,Google Play,positive,0.9962010979652404
wow apo,5,2025-05-15,Dashen Bank,Google Play,positive,0.99947851896286
awesome app keep going,5,2025-05-14,Dashen Bank,Google Play,positive,0.9998502731323242
👍,5,2025-05-14,Dashen Bank,Google Play,negative,0.6970565915107727
"It grows ethiopian digital banking step ahead.All fetures in one,simple fast and convince.",5,2025-05-14,Dashen Bank,Google Play,positive,0.9992207288742064
Game changer,5,2025-05-13,Dashen Bank,Google Play,positive,0.988757073879242
Totally amazing,5,2025-05-13,Dashen Bank,Google Play,positive,0.9998782873153688
super 😎,5,2025-05-13,Dashen Bank,Google Play,positive,0.9331684112548828
what a helpful app!!!!,5,2025-05-13,Dashen Bank,Google Play,positive,0.9990901947021484
Good,4,2025-05-13,Dashen Bank,Google Play,positive,0.999816119670868
"To be honest, best banking and lifestyle app in Ethiopia.",5,2025-05-12,Dashen Bank,Google Play,positive,0.9997262358665466
fast,5,2025-05-12,Dashen Bank,Google Play,positive,0.9989494681358336
"A must have, seamless, all in one digital platform ""DB Superapp""! Keep living your motto ""Always one step ahead""",5,2025-05-12,Dashen Bank,Google Play,positive,0.9966461062431335
Amazing app super easy to use and best design. loved it.,5,2025-05-09,Dashen Bank,Google Play,positive,0.9998630285263062
its the best ever,5,2025-05-09,Dashen Bank,Google Play,positive,0.9998552799224854
excellent game changer App,5,2025-05-08,Dashen Bank,Google Play,positive,0.9998358488082886
I am highly excited by using this application and it is the most favorable as well as preferrable mobile app.,5,2025-05-03,Dashen Bank,Google Play,positive,0.9995176792144777
it seems me logging out within minutes,1,2025-05-03,Dashen Bank,Google Play,negative,0.9982207417488098
nice app especially GUI and I have got some error when you send within dashen bank the receipter is not get SMS notification,4,2025-05-03,Dashen Bank,Google Play,negative,0.985798954963684
yes i want dashen super open,5,2025-05-02,Dashen Bank,Google Play,positive,0.999435007572174
Best App,5,2025-05-02,Dashen Bank,Google Play,positive,0.999686598777771
faster than this version,5,2025-05-01,Dashen Bank,Google Play,positive,0.9991979002952576
"Best UI mobile banking app, props to design team",5,2025-04-30,Dashen Bank,Google Play,positive,0.9991565942764282
thank you,4,2025-04-30,Dashen Bank,Google Play,positive,0.9998352527618408
great app,5,2025-04-30,Dashen Bank,Google Play,positive,0.999821126461029
bad.,1,2025-04-30,Dashen Bank,Google Play,negative,0.9997698664665222
Dashen bank always one step ahead,5,2025-04-30,Dashen Bank,Google Play,positive,0.9996015429496764
dashen super app is secure band very easy,5,2025-04-29,Dashen Bank,Google Play,positive,0.9899651408195496
It is very fast and secured mobile banking app! I like this app!,5,2025-04-29,Dashen Bank,Google Play,positive,0.9995939135551452
best app I have ever seen,5,2025-04-29,Dashen Bank,Google Play,positive,0.9996102452278136
best of best,5,2025-04-29,Dashen Bank,Google Play,positive,0.9997496008872986
waw,5,2025-04-28,Dashen Bank,Google Play,negative,0.7346157431602478
best app,5,2025-04-28,Dashen Bank,Google Play,positive,0.999686598777771
Its slow when i try to see the Recent Transaction and stucked,1,2025-04-28,Dashen Bank,Google Play,negative,0.9992387294769288
wowslnwoooo wowwww amazing !!!!!!!!,5,2025-04-28,Dashen Bank,Google Play,positive,0.999722182750702
wow appl,5,2025-04-28,Dashen Bank,Google Play,positive,0.9994691014289856
why do i have to change a pin number i use my finger print so dummy,1,2025-04-27,Dashen Bank,Google Play,negative,0.9994646906852722
very nice,5,2025-04-26,Dashen Bank,Google Play,positive,0.9998563528060912
great,4,2025-04-26,Dashen Bank,Google Play,positive,0.9998630285263062
"It is very slow and it lacks many features to be a super app. High rating is given by their employees, not by the customers.",1,2025-04-25,Dashen Bank,Google Play,negative,0.9997708201408386
"Smooth and secure experience transfers, bill payments, and tracking expenses are all effortless. The intuitive design makes banking on the go.",5,2025-04-24,Dashen Bank,Google Play,positive,0.9996446371078492
Very easy and Fast.,5,2025-04-24,Dashen Bank,Google Play,positive,0.9995487332344056
Incomparably user-friendly and fast app for mobile banking.,5,2025-04-24,Dashen Bank,Google Play,negative,0.9392757415771484
"there is nothing super about this app, repeatedly failed transaction and wastes customer valuable time. if you have to do system upgrade do it at a time when there is less traffic demand. your Technical difficulty should not be reflected on customer.",2,2025-04-24,Dashen Bank,Google Play,negative,0.9993688464164734
execellent,5,2025-04-24,Dashen Bank,Google Play,negative,0.9866806864738464
"This super app is a total game-changer—fast, reliable, and packed with everything I need in one place. It’s seamless and super convenient. Love it!""",5,2025-04-23,Dashen Bank,Google Play,positive,0.9998038411140442
All in One ✍️secure ✍️reliable ✍️convenient. Digital banking game changer!!,5,2025-04-23,Dashen Bank,Google Play,negative,0.7598543167114258
it is incredible product.,5,2025-04-23,Dashen Bank,Google Play,positive,0.9998867511749268
"I'm really impressed with this app! It’s user-friendly, runs smoothly, and has all the features I need. Makes my tasks so much easier and saves me a lot of time. Highly recommended!",5,2025-04-23,Dashen Bank,Google Play,positive,0.9997783303260804
ok,5,2025-04-23,Dashen Bank,Google Play,positive,0.9997851252555848
"It's an amazing app, experience it!!",5,2025-04-23,Dashen Bank,Google Play,positive,0.9998760223388672
This is the best banking app ever. I recommend everyone to use it.,5,2025-04-23,Dashen Bank,Google Play,positive,0.9997599720954896
It is the best application!!!,5,2025-04-22,Dashen Bank,Google Play,positive,0.9998468160629272
"Exceptional digital experience, SupperApp will bring new paradigm shift in the banking business. Bravo Dashen keep it up!!!!",5,2025-04-22,Dashen Bank,Google Play,positive,0.9998323917388916
its features are so dynamic,5,2025-04-22,Dashen Bank,Google Play,positive,0.999643087387085
fast &Friendly user Application.,5,2025-04-22,Dashen Bank,Google Play,positive,0.9993237257003784
"Fast, Reliable and User Friendly. Keep it Up",5,2025-04-22,Dashen Bank,Google Play,positive,0.9997664093971252
"#dashen super app is easy to use, secure & fast transaction😍",5,2025-04-22,Dashen Bank,Google Play,positive,0.9874821901321412
i love this app esp 3 click that make e-commerce easier and convinient.,5,2025-04-22,Dashen Bank,Google Play,positive,0.9995126724243164
Dashen Super App contains extended selections for customers and can be easily accessible and also friendly to use.,5,2025-04-22,Dashen Bank,Google Play,positive,0.9990369081497192
Great for everyday banking and payments on the go,5,2025-04-22,Dashen Bank,Google Play,positive,0.9998255372047424
"""Dashen Super App'' is impressive with its focus on simplicity, speed, and quality. The user interface is clean and easy to understand. Transactions process quickly, and the overall quality of the app is top-notch. A must-have for Dashen Bank customers. ዳሸን ባንክ አንድ እርምጃ ቀዳሚ።",5,2025-04-22,Dashen Bank,Google Play,positive,0.9997794032096864
making transactions has never been easier. the new update is just amazing,5,2025-04-22,Dashen Bank,Google Play,positive,0.9998310804367064
"The app has various usefull functions, which make easy the payment system. Also, it will connect with sellers having reasonable prices.",5,2025-04-22,Dashen Bank,Google Play,positive,0.9850903749465942
The app has great user interface with comprehensive payments and E-commerce platforms. And also it includes unique features such as chat Banking and budget.,5,2025-04-22,Dashen Bank,Google Play,positive,0.999284565448761
betam mirt Ena betam le atikakem kelel Yale Ena michu application nw,5,2025-04-22,Dashen Bank,Google Play,negative,0.9886249303817748
Convenient!,5,2025-04-22,Dashen Bank,Google Play,positive,0.9936902523040771
It is an amazing application that meets the needs of customers.,5,2025-04-22,Dashen Bank,Google Play,positive,0.999864935874939
